id,registered_date
CUST_01000,2024-09-02
CUST_01001,2024-09-24
CUST_01002,2024-09-23
CUST_01003,2024-09-25
CUST_01004,2024-09-13
CUST_01005,2024-09-24
CUST_01006,2024-09-22
CUST_01007,2024-09-09
CUST_01008,2024-09-09
CUST_01009,2024-09-28
CUST_01010,2024-09-09
CUST_01011,2024-09-03
CUST_01012,2024-09-09
CUST_01013,2024-09-08
CUST_01014,2024-09-22
CUST_01015,2024-09-01
CUST_01016,2024-09-12
CUST_01017,2024-09-09
CUST_01018,2024-09-24
CUST_01019,2024-09-08
CUST_01020,2024-09-11
CUST_01021,2024-09-18
CUST_01022,2024-09-12
CUST_01023,2024-09-14
CUST_01024,2024-09-17
CUST_01025,2024-09-14
CUST_01026,2024-09-23
CUST_01027,2024-09-03
CUST_01028,2024-09-21
CUST_01029,2024-09-17
CUST_01030,2024-09-25
CUST_01031,2024-09-26
CUST_01032,2024-09-14
CUST_01033,2024-09-12
CUST_01034,2024-09-16
CUST_01035,2024-09-07
CUST_01036,2024-09-25
CUST_01037,2024-09-03
CUST_01038,2024-09-19
CUST_01039,2024-09-02
CUST_01040,2024-09-19
CUST_01041,2024-09-21
CUST_01042,2024-09-06
CUST_01043,2024-09-23
CUST_01044,2024-09-21
CUST_01045,2024-09-23
CUST_01046,2024-09-26
CUST_01047,2024-09-06
CUST_01048,2024-09-01
CUST_01049,2024-09-03
CUST_01050,2024-09-19
CUST_01051,2024-09-10
CUST_01052,2024-09-22
CUST_01053,2024-09-20
CUST_01054,2024-09-03
CUST_01055,2024-09-10
CUST_01056,2024-09-05
CUST_01057,2024-09-19
CUST_01058,2024-09-11
CUST_01059,2024-09-15
CUST_01060,2024-09-22
CUST_01061,2024-09-19
CUST_01062,2024-09-09
CUST_01063,2024-09-11
CUST_01064,2024-09-26
CUST_01065,2024-09-12
CUST_01066,2024-09-20
CUST_01067,2024-09-07
CUST_01068,2024-09-11
CUST_01069,2024-09-23
CUST_01070,2024-09-28
CUST_01071,2024-09-02
CUST_01072,2024-09-21
CUST_01073,2024-09-17
CUST_01074,2024-09-03
CUST_01075,2024-09-06
CUST_01076,2024-09-06
CUST_01077,2024-09-24
CUST_01078,2024-09-07
CUST_01079,2024-09-20
CUST_01080,2024-09-15
CUST_01081,2024-09-14
CUST_01082,2024-09-27
CUST_01083,2024-09-18
CUST_01084,2024-09-18
CUST_01085,2024-09-14
CUST_01086,2024-09-15
CUST_01087,2024-09-24
CUST_01088,2024-09-16
CUST_01089,2024-09-12
CUST_01090,2024-09-18
CUST_01091,2024-09-22
CUST_01092,2024-09-28
CUST_01093,2024-09-22
CUST_01094,2024-09-16
CUST_01095,2024-09-21
CUST_01096,2024-09-03
CUST_01097,2024-09-03
CUST_01098,2024-09-12
CUST_01099,2024-09-28
CUST_01100,2024-09-22
CUST_01101,2024-09-26
CUST_01102,2024-09-23
CUST_01103,2024-09-08
CUST_01104,2024-09-10
CUST_01105,2024-09-22
CUST_01106,2024-09-17
CUST_01107,2024-09-24
CUST_01108,2024-09-09
CUST_01109,2024-09-06
CUST_01110,2024-09-17
CUST_01111,2024-09-24
CUST_01112,2024-09-05
CUST_01113,2024-09-07
CUST_01114,2024-09-27
CUST_01115,2024-09-10
CUST_01116,2024-09-21
CUST_01117,2024-09-22
CUST_01118,2024-09-26
CUST_01119,2024-09-12
CUST_01120,2024-09-24
CUST_01121,2024-09-27
CUST_01122,2024-09-03
CUST_01123,2024-09-12
CUST_01124,2024-09-13
CUST_01125,2024-09-13
CUST_01126,2024-09-16
CUST_01127,2024-09-17
CUST_01128,2024-09-08
CUST_01129,2024-09-04
CUST_01130,2024-09-17
CUST_01131,2024-09-09
CUST_01132,2024-09-09
CUST_01133,2024-09-08
CUST_01134,2024-09-24
CUST_01135,2024-09-28
CUST_01136,2024-09-07
CUST_01137,2024-09-25
CUST_01138,2024-09-23
CUST_01139,2024-09-28
CUST_01140,2024-09-14
CUST_01141,2024-09-15
CUST_01142,2024-09-28
CUST_01143,2024-09-27
CUST_01144,2024-09-03
CUST_01145,2024-09-26
CUST_01146,2024-09-19
CUST_01147,2024-09-13
CUST_01148,2024-09-22
CUST_01149,2024-09-12
CUST_01150,2024-09-07
CUST_01151,2024-09-23
CUST_01152,2024-09-12
CUST_01153,2024-09-20
CUST_01154,2024-09-05
CUST_01155,2024-09-17
CUST_01156,2024-09-24
CUST_01157,2024-09-08
CUST_01158,2024-09-01
CUST_01159,2024-09-17
CUST_01160,2024-09-19
CUST_01161,2024-09-06
CUST_01162,2024-09-20
CUST_01163,2024-09-07
CUST_01164,2024-09-24
CUST_01165,2024-09-07
CUST_01166,2024-09-22
CUST_01167,2024-09-06
CUST_01168,2024-09-28
CUST_01169,2024-09-21
CUST_01170,2024-09-02
CUST_01171,2024-09-26
CUST_01172,2024-09-21
CUST_01173,2024-09-16
CUST_01174,2024-09-13
CUST_01175,2024-09-15
CUST_01176,2024-09-23
CUST_01177,2024-09-19
CUST_01178,2024-09-14
CUST_01179,2024-09-19
CUST_01180,2024-09-18
CUST_01181,2024-09-18
CUST_01182,2024-09-27
CUST_01183,2024-09-12
CUST_01184,2024-09-17
CUST_01185,2024-09-24
CUST_01186,2024-09-05
CUST_01187,2024-09-28
CUST_01188,2024-09-09
CUST_01189,2024-09-25
CUST_01190,2024-09-01
CUST_01191,2024-09-17
CUST_01192,2024-09-12
CUST_01193,2024-09-28
CUST_01194,2024-09-24
CUST_01195,2024-09-03
CUST_01196,2024-09-27
CUST_01197,2024-09-17
CUST_01198,2024-09-25
CUST_01199,2024-09-24
CUST_01200,2024-09-28
CUST_01201,2024-09-24
CUST_01202,2024-09-05
CUST_01203,2024-09-17
CUST_01204,2024-09-19
CUST_01205,2024-09-22
CUST_01206,2024-09-01
CUST_01207,2024-09-02
CUST_01208,2024-09-12
CUST_01209,2024-09-02
CUST_01210,2024-09-02
CUST_01211,2024-09-15
CUST_01212,2024-09-08
CUST_01213,2024-09-16
CUST_01214,2024-09-27
CUST_01215,2024-09-09
CUST_01216,2024-09-14
CUST_01217,2024-09-10
CUST_01218,2024-09-28
CUST_01219,2024-09-05
CUST_01220,2024-09-20
CUST_01221,2024-09-23
CUST_01222,2024-09-21
CUST_01223,2024-09-07
CUST_01224,2024-09-01
CUST_01225,2024-09-12
CUST_01226,2024-09-24
CUST_01227,2024-09-25
CUST_01228,2024-09-16
CUST_01229,2024-09-25
CUST_01230,2024-09-03
CUST_01231,2024-09-08
CUST_01232,2024-09-28
CUST_01233,2024-09-03
CUST_01234,2024-09-24
CUST_01235,2024-09-07
CUST_01236,2024-09-23
CUST_01237,2024-09-01
CUST_01238,2024-09-18
CUST_01239,2024-09-14
CUST_01240,2024-09-26
CUST_01241,2024-09-05
CUST_01242,2024-09-10
CUST_01243,2024-09-26
CUST_01244,2024-09-04
CUST_01245,2024-09-09
CUST_01246,2024-09-01
CUST_01247,2024-09-05
CUST_01248,2024-09-13
CUST_01249,2024-09-13
CUST_01250,2024-09-19
CUST_01251,2024-09-17
CUST_01252,2024-09-10
CUST_01253,2024-09-08
CUST_01254,2024-09-21
CUST_01255,2024-09-26
CUST_01256,2024-09-02
CUST_01257,2024-09-25
CUST_01258,2024-09-20
CUST_01259,2024-09-20
CUST_01260,2024-09-10
CUST_01261,2024-09-15
CUST_01262,2024-09-20
CUST_01263,2024-09-07
CUST_01264,2024-09-15
CUST_01265,2024-09-22
CUST_01266,2024-09-08
CUST_01267,2024-09-17
CUST_01268,2024-09-20
CUST_01269,2024-09-09
CUST_01270,2024-09-18
CUST_01271,2024-09-20
CUST_01272,2024-09-01
CUST_01273,2024-09-01
CUST_01274,2024-09-19
CUST_01275,2024-09-10
CUST_01276,2024-09-19
CUST_01277,2024-09-28
CUST_01278,2024-09-08
CUST_01279,2024-09-21
CUST_01280,2024-09-12
CUST_01281,2024-09-25
CUST_01282,2024-09-28
CUST_01283,2024-09-04
CUST_01284,2024-09-07
CUST_01285,2024-09-10
CUST_01286,2024-09-22
CUST_01287,2024-09-25
CUST_01288,2024-09-25
CUST_01289,2024-09-14
CUST_01290,2024-09-07
CUST_01291,2024-09-10
CUST_01292,2024-09-01
CUST_01293,2024-09-08
CUST_01294,2024-09-09
CUST_01295,2024-09-09
CUST_01296,2024-09-26
CUST_01297,2024-09-09
CUST_01298,2024-09-20
CUST_01299,2024-09-13
CUST_01300,2024-09-09
CUST_01301,2024-09-21
CUST_01302,2024-09-11
CUST_01303,2024-09-21
CUST_01304,2024-09-09
CUST_01305,2024-09-06
CUST_01306,2024-09-09
CUST_01307,2024-09-22
CUST_01308,2024-09-28
CUST_01309,2024-09-18
CUST_01310,2024-09-01
CUST_01311,2024-09-04
CUST_01312,2024-09-08
CUST_01313,2024-09-03
CUST_01314,2024-09-10
CUST_01315,2024-09-13
CUST_01316,2024-09-19
CUST_01317,2024-10-17
CUST_01318,2024-10-12
CUST_01319,2024-10-10
CUST_01320,2024-10-25
CUST_01321,2024-10-15
CUST_01322,2024-10-07
CUST_01323,2024-10-18
CUST_01324,2024-10-05
CUST_01325,2024-10-14
CUST_01326,2024-10-20
CUST_01327,2024-10-21
CUST_01328,2024-10-02
CUST_01329,2024-10-21
CUST_01330,2024-10-23
CUST_01331,2024-10-06
CUST_01332,2024-10-19
CUST_01333,2024-10-12
CUST_01334,2024-10-09
CUST_01335,2024-10-05
CUST_01336,2024-10-03
CUST_01337,2024-10-28
CUST_01338,2024-10-12
CUST_01339,2024-10-11
CUST_01340,2024-10-24
CUST_01341,2024-10-16
CUST_01342,2024-10-24
CUST_01343,2024-10-08
CUST_01344,2024-10-24
CUST_01345,2024-10-15
CUST_01346,2024-10-09
CUST_01347,2024-10-04
CUST_01348,2024-10-18
CUST_01349,2024-10-05
CUST_01350,2024-10-07
CUST_01351,2024-10-25
CUST_01352,2024-10-28
CUST_01353,2024-10-07
CUST_01354,2024-10-04
CUST_01355,2024-10-03
CUST_01356,2024-10-14
CUST_01357,2024-10-25
CUST_01358,2024-10-11
CUST_01359,2024-10-21
CUST_01360,2024-10-12
CUST_01361,2024-10-28
CUST_01362,2024-10-20
CUST_01363,2024-10-03
CUST_01364,2024-10-12
CUST_01365,2024-10-08
CUST_01366,2024-10-19
CUST_01367,2024-10-23
CUST_01368,2024-10-25
CUST_01369,2024-10-26
CUST_01370,2024-10-17
CUST_01371,2024-10-01
CUST_01372,2024-10-11
CUST_01373,2024-10-03
CUST_01374,2024-10-10
CUST_01375,2024-10-28
CUST_01376,2024-10-23
CUST_01377,2024-10-04
CUST_01378,2024-10-02
CUST_01379,2024-10-02
CUST_01380,2024-10-15
CUST_01381,2024-10-25
CUST_01382,2024-10-12
CUST_01383,2024-10-02
CUST_01384,2024-10-22
CUST_01385,2024-10-19
CUST_01386,2024-10-13
CUST_01387,2024-10-14
CUST_01388,2024-10-05
CUST_01389,2024-10-23
CUST_01390,2024-10-28
CUST_01391,2024-10-23
CUST_01392,2024-10-08
CUST_01393,2024-10-05
CUST_01394,2024-10-09
CUST_01395,2024-10-06
CUST_01396,2024-10-25
CUST_01397,2024-10-15
CUST_01398,2024-10-24
CUST_01399,2024-10-01
CUST_01400,2024-10-08
CUST_01401,2024-10-12
CUST_01402,2024-10-16
CUST_01403,2024-10-11
CUST_01404,2024-10-22
CUST_01405,2024-10-02
CUST_01406,2024-10-06
CUST_01407,2024-10-10
CUST_01408,2024-10-25
CUST_01409,2024-10-05
CUST_01410,2024-10-07
CUST_01411,2024-10-06
CUST_01412,2024-10-06
CUST_01413,2024-10-16
CUST_01414,2024-10-28
CUST_01415,2024-10-14
CUST_01416,2024-10-09
CUST_01417,2024-10-16
CUST_01418,2024-10-07
CUST_01419,2024-10-01
CUST_01420,2024-10-24
CUST_01421,2024-10-06
CUST_01422,2024-10-12
CUST_01423,2024-10-10
CUST_01424,2024-10-14
CUST_01425,2024-10-01
CUST_01426,2024-10-15
CUST_01427,2024-10-03
CUST_01428,2024-10-28
CUST_01429,2024-10-27
CUST_01430,2024-10-22
CUST_01431,2024-10-23
CUST_01432,2024-10-05
CUST_01433,2024-10-25
CUST_01434,2024-10-16
CUST_01435,2024-10-14
CUST_01436,2024-10-01
CUST_01437,2024-10-24
CUST_01438,2024-10-12
CUST_01439,2024-10-13
CUST_01440,2024-10-14
CUST_01441,2024-10-13
CUST_01442,2024-10-05
CUST_01443,2024-10-06
CUST_01444,2024-10-19
CUST_01445,2024-10-10
CUST_01446,2024-10-24
CUST_01447,2024-10-01
CUST_01448,2024-10-17
CUST_01449,2024-10-24
CUST_01450,2024-10-20
CUST_01451,2024-10-25
CUST_01452,2024-10-19
CUST_01453,2024-10-17
CUST_01454,2024-10-10
CUST_01455,2024-10-02
CUST_01456,2024-10-05
CUST_01457,2024-10-07
CUST_01458,2024-10-09
CUST_01459,2024-10-02
CUST_01460,2024-10-05
CUST_01461,2024-10-19
CUST_01462,2024-10-25
CUST_01463,2024-10-05
CUST_01464,2024-10-14
CUST_01465,2024-10-26
CUST_01466,2024-10-14
CUST_01467,2024-10-10
CUST_01468,2024-10-03
CUST_01469,2024-10-12
CUST_01470,2024-10-25
CUST_01471,2024-10-11
CUST_01472,2024-10-13
CUST_01473,2024-10-05
CUST_01474,2024-10-24
CUST_01475,2024-10-06
CUST_01476,2024-10-14
CUST_01477,2024-10-09
CUST_01478,2024-10-27
CUST_01479,2024-10-08
CUST_01480,2024-10-13
CUST_01481,2024-10-03
CUST_01482,2024-10-02
CUST_01483,2024-10-24
CUST_01484,2024-10-24
CUST_01485,2024-10-27
CUST_01486,2024-10-17
CUST_01487,2024-10-21
CUST_01488,2024-10-11
CUST_01489,2024-10-21
CUST_01490,2024-10-20
CUST_01491,2024-10-02
CUST_01492,2024-10-11
CUST_01493,2024-10-03
CUST_01494,2024-10-08
CUST_01495,2024-10-10
CUST_01496,2024-10-15
CUST_01497,2024-10-06
CUST_01498,2024-10-20
CUST_01499,2024-10-20
CUST_01500,2024-10-28
CUST_01501,2024-10-26
CUST_01502,2024-10-25
CUST_01503,2024-10-13
CUST_01504,2024-10-18
CUST_01505,2024-10-07
CUST_01506,2024-10-19
CUST_01507,2024-10-17
CUST_01508,2024-10-09
CUST_01509,2024-10-14
CUST_01510,2024-10-03
CUST_01511,2024-10-11
CUST_01512,2024-10-03
CUST_01513,2024-10-10
CUST_01514,2024-10-21
CUST_01515,2024-10-25
CUST_01516,2024-10-13
CUST_01517,2024-10-12
CUST_01518,2024-10-15
CUST_01519,2024-10-05
CUST_01520,2024-10-22
CUST_01521,2024-10-26
CUST_01522,2024-10-26
CUST_01523,2024-10-20
CUST_01524,2024-10-21
CUST_01525,2024-10-22
CUST_01526,2024-10-26
CUST_01527,2024-10-28
CUST_01528,2024-10-23
CUST_01529,2024-10-27
CUST_01530,2024-10-03
CUST_01531,2024-10-20
CUST_01532,2024-10-06
CUST_01533,2024-10-21
CUST_01534,2024-10-08
CUST_01535,2024-10-03
CUST_01536,2024-10-10
CUST_01537,2024-10-08
CUST_01538,2024-10-21
CUST_01539,2024-10-01
CUST_01540,2024-10-25
CUST_01541,2024-10-13
CUST_01542,2024-10-21
CUST_01543,2024-10-28
CUST_01544,2024-10-22
CUST_01545,2024-10-22
CUST_01546,2024-10-20
CUST_01547,2024-10-01
CUST_01548,2024-10-02
CUST_01549,2024-10-25
CUST_01550,2024-10-03
CUST_01551,2024-10-04
CUST_01552,2024-10-12
CUST_01553,2024-10-06
CUST_01554,2024-10-25
CUST_01555,2024-10-04
CUST_01556,2024-10-16
CUST_01557,2024-10-24
CUST_01558,2024-10-14
CUST_01559,2024-10-18
CUST_01560,2024-10-25
CUST_01561,2024-10-13
CUST_01562,2024-10-04
CUST_01563,2024-10-10
CUST_01564,2024-10-01
CUST_01565,2024-10-26
CUST_01566,2024-10-06
CUST_01567,2024-10-21
CUST_01568,2024-10-28
CUST_01569,2024-10-06
CUST_01570,2024-10-16
CUST_01571,2024-10-13
CUST_01572,2024-10-24
CUST_01573,2024-10-03
CUST_01574,2024-10-25
CUST_01575,2024-10-06
CUST_01576,2024-10-04
CUST_01577,2024-10-02
CUST_01578,2024-10-09
CUST_01579,2024-10-09
CUST_01580,2024-10-22
CUST_01581,2024-10-27
CUST_01582,2024-10-24
CUST_01583,2024-10-23
CUST_01584,2024-10-06
CUST_01585,2024-10-06
CUST_01586,2024-10-10
CUST_01587,2024-10-27
CUST_01588,2024-10-17
CUST_01589,2024-10-10
CUST_01590,2024-10-01
CUST_01591,2024-10-28
CUST_01592,2024-10-26
CUST_01593,2024-10-19
CUST_01594,2024-10-24
CUST_01595,2024-10-15
CUST_01596,2024-10-10
CUST_01597,2024-10-15
CUST_01598,2024-10-10
CUST_01599,2024-10-21
CUST_01600,2024-10-14
CUST_01601,2024-10-23
CUST_01602,2024-10-02
CUST_01603,2024-10-01
CUST_01604,2024-10-11
CUST_01605,2024-10-19
CUST_01606,2024-10-22
CUST_01607,2024-10-05
CUST_01608,2024-10-25
CUST_01609,2024-10-17
CUST_01610,2024-10-14
CUST_01611,2024-10-12
CUST_01612,2024-10-20
CUST_01613,2024-11-22
CUST_01614,2024-11-05
CUST_01615,2024-11-10
CUST_01616,2024-11-10
CUST_01617,2024-11-04
CUST_01618,2024-11-16
CUST_01619,2024-11-13
CUST_01620,2024-11-04
CUST_01621,2024-11-09
CUST_01622,2024-11-25
CUST_01623,2024-11-25
CUST_01624,2024-11-22
CUST_01625,2024-11-16
CUST_01626,2024-11-09
CUST_01627,2024-11-17
CUST_01628,2024-11-04
CUST_01629,2024-11-10
CUST_01630,2024-11-20
CUST_01631,2024-11-22
CUST_01632,2024-11-13
CUST_01633,2024-11-21
CUST_01634,2024-11-16
CUST_01635,2024-11-26
CUST_01636,2024-11-28
CUST_01637,2024-11-05
CUST_01638,2024-11-06
CUST_01639,2024-11-01
CUST_01640,2024-11-13
CUST_01641,2024-11-17
CUST_01642,2024-11-01
CUST_01643,2024-11-17
CUST_01644,2024-11-22
CUST_01645,2024-11-21
CUST_01646,2024-11-15
CUST_01647,2024-11-08
CUST_01648,2024-11-08
CUST_01649,2024-11-23
CUST_01650,2024-11-27
CUST_01651,2024-11-12
CUST_01652,2024-11-11
CUST_01653,2024-11-20
CUST_01654,2024-11-14
CUST_01655,2024-11-08
CUST_01656,2024-11-17
CUST_01657,2024-11-24
CUST_01658,2024-11-18
CUST_01659,2024-11-15
CUST_01660,2024-11-26
CUST_01661,2024-11-16
CUST_01662,2024-11-19
CUST_01663,2024-11-18
CUST_01664,2024-11-21
CUST_01665,2024-11-21
CUST_01666,2024-11-03
CUST_01667,2024-11-16
CUST_01668,2024-11-23
CUST_01669,2024-11-25
CUST_01670,2024-11-04
CUST_01671,2024-11-01
CUST_01672,2024-11-25
CUST_01673,2024-11-08
CUST_01674,2024-11-28
CUST_01675,2024-11-15
CUST_01676,2024-11-21
CUST_01677,2024-11-14
CUST_01678,2024-11-23
CUST_01679,2024-11-17
CUST_01680,2024-11-23
CUST_01681,2024-11-02
CUST_01682,2024-11-15
CUST_01683,2024-11-04
CUST_01684,2024-11-26
CUST_01685,2024-11-23
CUST_01686,2024-11-04
CUST_01687,2024-11-24
CUST_01688,2024-11-12
CUST_01689,2024-11-24
CUST_01690,2024-11-01
CUST_01691,2024-11-04
CUST_01692,2024-11-03
CUST_01693,2024-11-10
CUST_01694,2024-11-01
CUST_01695,2024-11-16
CUST_01696,2024-11-08
CUST_01697,2024-11-02
CUST_01698,2024-11-09
CUST_01699,2024-11-15
CUST_01700,2024-11-01
CUST_01701,2024-11-25
CUST_01702,2024-11-27
CUST_01703,2024-11-10
CUST_01704,2024-11-23
CUST_01705,2024-11-15
CUST_01706,2024-11-18
CUST_01707,2024-11-03
CUST_01708,2024-11-19
CUST_01709,2024-11-17
CUST_01710,2024-11-27
CUST_01711,2024-11-25
CUST_01712,2024-11-23
CUST_01713,2024-11-09
CUST_01714,2024-11-20
CUST_01715,2024-11-08
CUST_01716,2024-11-26
CUST_01717,2024-11-17
CUST_01718,2024-11-18
CUST_01719,2024-11-04
CUST_01720,2024-11-02
CUST_01721,2024-11-27
CUST_01722,2024-11-20
CUST_01723,2024-11-21
CUST_01724,2024-11-16
CUST_01725,2024-11-28
CUST_01726,2024-11-01
CUST_01727,2024-11-08
CUST_01728,2024-11-10
CUST_01729,2024-11-09
CUST_01730,2024-11-19
CUST_01731,2024-11-11
CUST_01732,2024-11-26
CUST_01733,2024-11-01
CUST_01734,2024-11-22
CUST_01735,2024-11-11
CUST_01736,2024-11-03
CUST_01737,2024-11-22
CUST_01738,2024-11-18
CUST_01739,2024-11-03
CUST_01740,2024-11-25
CUST_01741,2024-11-04
CUST_01742,2024-11-23
CUST_01743,2024-11-19
CUST_01744,2024-11-25
CUST_01745,2024-11-22
CUST_01746,2024-11-27
CUST_01747,2024-11-16
CUST_01748,2024-11-02
CUST_01749,2024-11-12
CUST_01750,2024-11-03
CUST_01751,2024-11-12
CUST_01752,2024-11-04
CUST_01753,2024-11-23
CUST_01754,2024-11-09
CUST_01755,2024-11-03
CUST_01756,2024-11-09
CUST_01757,2024-11-19
CUST_01758,2024-11-01
CUST_01759,2024-11-26
CUST_01760,2024-11-26
CUST_01761,2024-11-06
CUST_01762,2024-11-09
CUST_01763,2024-11-04
CUST_01764,2024-11-19
CUST_01765,2024-11-19
CUST_01766,2024-11-23
CUST_01767,2024-11-20
CUST_01768,2024-11-14
CUST_01769,2024-11-27
CUST_01770,2024-11-09
CUST_01771,2024-11-02
CUST_01772,2024-11-03
CUST_01773,2024-11-24
CUST_01774,2024-11-06
CUST_01775,2024-11-15
CUST_01776,2024-11-18
CUST_01777,2024-11-15
CUST_01778,2024-11-16
CUST_01779,2024-11-13
CUST_01780,2024-11-23
CUST_01781,2024-11-21
CUST_01782,2024-11-24
CUST_01783,2024-11-26
CUST_01784,2024-11-21
CUST_01785,2024-11-16
CUST_01786,2024-11-25
CUST_01787,2024-11-07
CUST_01788,2024-11-17
CUST_01789,2024-11-21
CUST_01790,2024-11-22
CUST_01791,2024-11-23
CUST_01792,2024-11-20
CUST_01793,2024-11-28
CUST_01794,2024-11-28
CUST_01795,2024-11-06
CUST_01796,2024-11-03
CUST_01797,2024-11-08
CUST_01798,2024-11-07
CUST_01799,2024-11-17
CUST_01800,2024-11-07
CUST_01801,2024-11-04
CUST_01802,2024-11-18
CUST_01803,2024-11-18
CUST_01804,2024-11-08
CUST_01805,2024-11-14
CUST_01806,2024-11-09
CUST_01807,2024-11-13
CUST_01808,2024-11-25
CUST_01809,2024-11-24
CUST_01810,2024-11-11
CUST_01811,2024-11-17
CUST_01812,2024-11-09
CUST_01813,2024-11-20
CUST_01814,2024-11-06
CUST_01815,2024-11-23
CUST_01816,2024-11-17
CUST_01817,2024-11-12
CUST_01818,2024-11-27
CUST_01819,2024-11-26
CUST_01820,2024-11-02
CUST_01821,2024-11-28
CUST_01822,2024-11-28
CUST_01823,2024-11-27
CUST_01824,2024-11-12
CUST_01825,2024-11-17
CUST_01826,2024-11-24
CUST_01827,2024-11-14
CUST_01828,2024-11-12
CUST_01829,2024-11-12
CUST_01830,2024-11-06
CUST_01831,2024-11-16
CUST_01832,2024-11-15
CUST_01833,2024-11-10
CUST_01834,2024-11-12
CUST_01835,2024-11-28
CUST_01836,2024-11-04
CUST_01837,2024-11-26
CUST_01838,2024-11-06
CUST_01839,2024-11-15
CUST_01840,2024-11-27
CUST_01841,2024-11-04
CUST_01842,2024-11-02
CUST_01843,2024-11-13
CUST_01844,2024-11-22
CUST_01845,2024-11-27
CUST_01846,2024-11-07
CUST_01847,2024-11-25
CUST_01848,2024-11-08
CUST_01849,2024-11-01
CUST_01850,2024-11-15
CUST_01851,2024-11-05
CUST_01852,2024-11-13
CUST_01853,2024-11-22
CUST_01854,2024-11-02
CUST_01855,2024-11-06
CUST_01856,2024-11-04
CUST_01857,2024-11-28
CUST_01858,2024-11-26
CUST_01859,2024-11-19
CUST_01860,2024-11-16
CUST_01861,2024-11-10
CUST_01862,2024-11-11
CUST_01863,2024-11-28
CUST_01864,2024-11-18
CUST_01865,2024-11-27
CUST_01866,2024-11-25
CUST_01867,2024-11-21
CUST_01868,2024-11-26
CUST_01869,2024-11-28
CUST_01870,2024-11-27
CUST_01871,2024-11-26
CUST_01872,2024-11-10
CUST_01873,2024-11-05
CUST_01874,2024-11-18
CUST_01875,2024-11-25
CUST_01876,2024-11-17
CUST_01877,2024-11-03
CUST_01878,2024-11-12
CUST_01879,2024-11-15
CUST_01880,2024-11-20
CUST_01881,2024-11-06
CUST_01882,2024-11-05
CUST_01883,2024-11-12
CUST_01884,2024-11-05
CUST_01885,2024-11-03
CUST_01886,2024-11-07
CUST_01887,2024-11-12
CUST_01888,2024-11-25
CUST_01889,2024-11-16
CUST_01890,2024-11-07
CUST_01891,2024-11-08
CUST_01892,2024-11-25
CUST_01893,2024-11-23
CUST_01894,2024-11-05
CUST_01895,2024-11-15
CUST_01896,2024-11-27
CUST_01897,2024-11-26
CUST_01898,2024-11-06
CUST_01899,2024-11-07
CUST_01900,2024-11-25
CUST_01901,2024-11-05
CUST_01902,2024-11-07
CUST_01903,2024-11-06
CUST_01904,2024-11-22
CUST_01905,2024-11-16
CUST_01906,2024-11-22
CUST_01907,2024-11-08
CUST_01908,2024-11-03
CUST_01909,2024-11-10
CUST_01910,2024-11-18
CUST_01911,2024-11-15
CUST_01912,2024-11-02
CUST_01913,2024-11-05
CUST_01914,2024-11-15
CUST_01915,2024-11-20
CUST_01916,2024-11-07
CUST_01917,2024-11-22
CUST_01918,2024-11-08
CUST_01919,2024-11-28
CUST_01920,2024-11-11
CUST_01921,2024-11-07
CUST_01922,2024-11-18
CUST_01923,2024-11-25
CUST_01924,2024-11-24
CUST_01925,2024-11-20
CUST_01926,2024-11-08
CUST_01927,2024-11-16
CUST_01928,2024-11-10
CUST_01929,2024-11-15
CUST_01930,2024-11-08
CUST_01931,2024-11-07
CUST_01932,2024-11-06
CUST_01933,2024-11-22
CUST_01934,2024-11-10
CUST_01935,2024-11-20
CUST_01936,2024-11-04
CUST_01937,2024-11-19
CUST_01938,2024-11-23
CUST_01939,2024-11-17
CUST_01940,2024-11-01
CUST_01941,2024-11-20
CUST_01942,2024-11-27
CUST_01943,2024-11-23
CUST_01944,2024-11-03
CUST_01945,2024-11-06
CUST_01946,2024-11-18
CUST_01947,2024-11-03
CUST_01948,2024-11-23
CUST_01949,2024-11-27
CUST_01950,2024-11-15
CUST_01951,2024-11-07
CUST_01952,2024-11-15
CUST_01953,2024-11-24
CUST_01954,2024-11-07
CUST_01955,2024-11-26
CUST_01956,2024-11-03
CUST_01957,2024-11-19
CUST_01958,2024-11-25
CUST_01959,2024-11-17
CUST_01960,2024-11-26
CUST_01961,2024-11-10
CUST_01962,2024-11-25
CUST_01963,2024-11-09
CUST_01964,2024-11-08
CUST_01965,2024-11-11
CUST_01966,2024-11-23
CUST_01967,2024-11-08
CUST_01968,2024-11-02
CUST_01969,2024-11-26
CUST_01970,2024-11-26
CUST_01971,2024-11-04
CUST_01972,2024-11-26
CUST_01973,2024-11-16
CUST_01974,2024-11-12
CUST_01975,2024-11-17
CUST_01976,2024-11-02
CUST_01977,2024-11-25
CUST_01978,2024-11-16
CUST_01979,2024-11-25
CUST_01980,2024-11-12
CUST_01981,2024-11-01
CUST_01982,2024-11-02
CUST_01983,2024-11-25
CUST_01984,2024-11-27
CUST_01985,2024-11-15
CUST_01986,2024-11-13
CUST_01987,2024-11-28
CUST_01988,2024-11-22
CUST_01989,2024-11-03
CUST_01990,2024-11-20
CUST_01991,2024-11-06
CUST_01992,2024-11-26
CUST_01993,2024-11-08
CUST_01994,2024-11-06
CUST_01995,2024-11-27
CUST_01996,2024-11-07
CUST_01997,2024-11-22
CUST_01998,2024-11-08
